,Compound,Negative,Neutral,Positive,Tweet,account,tweet ago
343,-0.7096,0.604,0.396,0.0,Democratic lawmaker asked to resign over reports of harassment 'coverup' https://t.co/anZC0rqSuv,Fox News,44
344,-0.34,0.854,0.146,0.0,Actor @RealJamesWoods took to Twitter to denounce calls for repealing the Second Amendment. https://t.co/YOlWc67AqR https://t.co/nrZcx3TRqy,Fox News,45
345,-0.2732,0.851,0.149,0.0,Larry Nassar victim Rachael Denhollander discusses MSU’s mishandling of the case #TheStory https://t.co/3tTZ5wjtMR,Fox News,46
346,0.0,1.0,0.0,0.0,Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/vCnPRImrjA,Fox News,47
347,0.0772,0.613,0.215,0.172,7-year-old boy with Tourette's makes powerful video to stop teasing from classmates https://t.co/Ic0iDhrXoh,Fox News,48
348,-0.1027,0.92,0.08,0.0,"Synthetic pot cases spike in Illinois, officials warn users may experience 'bleeding from eyes and ears' https://t.co/BzJBMp1IYE",Fox News,49
349,-0.34,0.833,0.167,0.0,Dem Senator Believes It's 'Likely' #Trump Will Attempt to Fire Robert Mueller https://t.co/qpTayTuApf,Fox News,50
350,-0.1027,0.887,0.113,0.0,"#Trump freezing Syria funds in signal of US pullback, report says https://t.co/EWk8DDDIbG",Fox News,51
351,0.0,1.0,0.0,0.0,Orange County Sheriff Jerry Demings on acquittal of Pulse gunman’s wife: “My initial reaction was one of...disappoi… https://t.co/jDlCppKuBg,Fox News,52
352,0.6124,0.792,0.0,0.208,"Tiara Parker, Pulse massacre survivor, reacts to acquittal of gunman’s wife: “I do feel like that there should be a… https://t.co/mebTaPLI6r",Fox News,53
353,-0.119,0.517,0.228,0.255,"Cancer experts say coffee is safe, despite California's new warning label requirement https://t.co/BpKFFb7N5T",Fox News,54
354,0.0,1.0,0.0,0.0,".@agearan on extreme vetting: ""What makes it different is that it goes into the realm of social media. But visa app… https://t.co/rGaDBRoiYH",Fox News,55
355,-0.5423,0.829,0.171,0.0,"In a new op-ed, @HeyTammyBruce talks about various California policies on immigration, crime and drugs that she say… https://t.co/4cJUGN4cQA",Fox News,56
356,0.1027,0.814,0.081,0.105,.@RepGoodlatte on US Attorney's Probe: 'Sunlight Needs to Be Shone on Unbelievable Bias' Within FBI https://t.co/uYFal8c8DT,Fox News,57
357,0.0,1.0,0.0,0.0,Blue moon to light up sky ahead of Easter https://t.co/KtBmQ2QxsB,Fox News,58
358,-0.6249,0.773,0.227,0.0,.@KimStrassel: How Trump and the congressional GOP can undo the worst of the omnibus https://t.co/UPXt48jP8S,Fox News,59
359,0.0,1.0,0.0,0.0,".@pdoocy on @HillaryClinton: ""The 2016 Democratic nominee who once wrote a book called 'Living History' now wishes… https://t.co/iEmEG624pT",Fox News,60
360,-0.25,0.818,0.182,0.0,2 alleged spies among Russians expelled by US are ID'd https://t.co/e8bPbnBbLB,Fox News,61
361,-0.296,0.804,0.196,0.0,RT @FoxBusiness: #BreakingNews: Snapchat cuts 7% of its workforce https://t.co/WK7IVchc1c,Fox News,62
362,-0.0772,0.674,0.169,0.157,".@GeraldoRivera: “Being on the air the night Bin Laden was killed, when the announcement came, was the greatest nig… https://t.co/7czqK94i0T",Fox News,63
363,0.0,1.0,0.0,0.0,Traditional wooden eggs in the Rose Garden of the @WhiteHouse commemorate the 140th annual White House Easter Egg R… https://t.co/981lupbsXp,Fox News,64
364,0.0,1.0,0.0,0.0,"'Roseanne' revival scores renewal at ABC, report says https://t.co/sGzvdLcDQB",Fox News,65
365,0.6705,0.621,0.0,0.379,"Earlier, @FLOTUS tweeted wishing people happiness and health on #GoodFriday. https://t.co/Y6bBK58XPt",Fox News,66
366,0.0772,0.675,0.153,0.172,.@kimguilfoyle on @HillaryClinton’s comments at Rutgers University: “Nobody likes a sore loser.” #TheFive… https://t.co/2yvqNmSw1e,Fox News,67
367,0.6739,0.789,0.0,0.211,"PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/4Q9f1vq5Nt",Fox News,68
368,-0.2415,0.735,0.158,0.107,OPINION: Don't blame @HillaryClinton -- ‘Dear Madam President’ makes more excuses for her election defeat https://t.co/2tNItksryJ,Fox News,69
369,-0.34,0.593,0.263,0.144,.@PMorici1: Trump's got it all wrong about Amazon https://t.co/F6M8x9ODAx,Fox News,70
370,-0.5106,0.583,0.417,0.0,Ohio woman shows no remorse in mugshot https://t.co/H160ohXgCf,Fox News,71
371,0.9349,0.397,0.0,0.603,"""Happy Passover, Happy Easter...and God Bless America""

On Good Friday, President @realDonaldTrump wished Americans… https://t.co/WnDkpLfp9u",Fox News,72
372,0.6369,0.794,0.0,0.206,"RT @FoxNewsResearch: U.S. GDP → 
- Last time:
•Annual growth hit 5% or higher: 1984
•Quarterly growth hit 5% or higher: 2014

[BEA] https:/…",Fox News,73
373,0.0,1.0,0.0,0.0,"Stephen Colbert 'apologizes' to @realDonaldTrump, calls out CNN for 'lies' https://t.co/r7rWWjvNws",Fox News,74
374,-0.4767,0.795,0.205,0.0,.@HeyTammyBruce: Poor California -- Democrats are turning the state into a major nightmare https://t.co/892OyaZaDE,Fox News,75
375,0.5719,0.748,0.0,0.252,ABC spin machine goes all in on 'Roseanne' pro-Trump success story https://t.co/OZOiN7wUQ2,Fox News,76
376,-0.34,0.833,0.167,0.0,Dem Senator Believes It's 'Likely' Trump Will Attempt to Fire Robert Mueller https://t.co/ACw4t3AWnG,Fox News,77
377,0.4588,0.833,0.0,0.167,Twin brothers in Michigan welcome newborns on the same day: 'It was destined to be' https://t.co/P5aDCcPaEB,Fox News,78
378,0.1027,0.745,0.117,0.138,.@kayleighmcenany Clashes With Dem Strategist: 'Breathtaking' That You Give @realDonaldTrump No Credit on North Kor… https://t.co/pH23sUah5R,Fox News,79
379,0.0,1.0,0.0,0.0,"BREAKING: ‘Violent deportee’ who escaped custody at JFK airport caught, reports say  https://t.co/xo0oRw4vpG",Fox News,80
380,-0.6369,0.826,0.174,0.0,".@RepMattGaetz on alleged FISA abuse: ""At the DOJ, they think that one of their own employees can investigate it. N… https://t.co/STKNcq71E5",Fox News,81
381,0.296,0.833,0.0,0.167,"Arnold @Schwarzenegger says, 'I'm back,' listed as stable after heart surgery https://t.co/qZ5Zg2p6gq",Fox News,82
382,-0.7717,0.642,0.358,0.0,"SUNDAY, 8pm ET: The Civil War Begins on Episode 2 of 'Legends &amp; Lies' https://t.co/6wGQ8fn48g",Fox News,83
383,0.0,1.0,0.0,0.0,China's Tiangong-1 space lab set to fall to Earth: What to expect https://t.co/l3FyMUN4r6,Fox News,84
384,0.0,1.0,0.0,0.0,.@toddstarnes: School teacher instructs students to write anti-gun letters to Congress https://t.co/8m4cH9Nctb,Fox News,85
385,0.0,1.0,0.0,0.0,".@newtgingrich: ""Once in a while, Hollywood will make a movie that appeals to middle America that'll do amazingly w… https://t.co/HAjWjD5a0Y",Fox News,86
386,0.3182,0.813,0.0,0.187,"Fore Putnam to President @realDonaldTrump: ""Please get my dad a kidney."" https://t.co/sdVtZ8r3aG",Fox News,87
387,-0.25,0.875,0.125,0.0,Chef who carved meat during animal rights protest says he 'just kind of snapped' https://t.co/kz1R7J8vvX,Fox News,88
388,0.0,1.0,0.0,0.0,"Man drinks $1,200 shot of whiskey, tries running out without paying tab  https://t.co/pLuImaCxcj",Fox News,89
389,0.0,1.0,0.0,0.0,".@AxiosNick on Russia probe: ""These leaks aren't coming from Mueller. Nothing comes out of Mueller's team. These ar… https://t.co/t8PnvEsLM8",Fox News,90
390,-0.3818,0.684,0.192,0.124,Texas restaurant donates Friday profits to family of teen killed in hit-and-run: 'She had a heart of gold' https://t.co/x9nFOiXiag,Fox News,91
391,0.0,1.0,0.0,0.0,"Stephon Clark's independent autopsy results reveal he was shot seven times, official says https://t.co/LaP5ruTVyV",Fox News,92
392,0.0,1.0,0.0,0.0,"Alina Polyakova on Russia's missile test: ""I actually think the Trump administration has done quite a bit to send a… https://t.co/SgCqOnbAY0",Fox News,93
393,0.0,1.0,0.0,0.0,"Alina Polyakova on Russia's missile test: ""We are in a downward spiral when it comes to U.S.-Russia relations. And… https://t.co/JGczVbkjYe",Fox News,94
394,0.0772,0.902,0.0,0.098,"Boothe: Red State Democrats Want @HillaryClinton to 'Go Away,' GOP Does Not https://t.co/Ki0r8OKuOD",Fox News,95
395,0.7906,0.65,0.0,0.35,.@dennisrodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting Trump https://t.co/xJA67Q6XU7,Fox News,96
396,-0.0772,0.81,0.101,0.089,"RT @FoxBusiness: Outgoing Secretary of Veterans Affairs @SecShulkin claims he was seen ""as an obstacle to privatization who had to be remov…",Fox News,97
397,0.4019,0.67,0.117,0.212,Report: Trump Warned Putin That 'I'll Win' If We Have an Arms Race https://t.co/Mlc6rP9ciq,Fox News,98
398,0.0,1.0,0.0,0.0,".@RepGaramendi on @POTUS' infrastructure plan: ""We all know that if you can't move people, you can't move the econo… https://t.co/rDXiw8eUrQ",Fox News,99
399,0.0,1.0,0.0,0.0,President @realDonaldTrump's infrastructure plan. #DailyBriefing https://t.co/YOlWc67AqR https://t.co/XZQNnMmQ36,Fox News,100
400,0.0,1.0,0.0,0.0,"There’s been talk of bankruptcy swirling around Gibson, the Nashville-based guitar company. What happened? https://t.co/DNgMSBZpwT",The New York Times,1
401,-0.296,0.879,0.121,0.0,A Russian man accused of hacking 3 American tech companies in 2012 has been extradited to the U.S. https://t.co/6bV8bpGhaw,The New York Times,2
402,-0.5994,0.811,0.189,0.0,"RT @nytimesarts: The pictures in this exhibition are a vivid indication of how Sally Mann turned her fears into art, our critic writes http…",The New York Times,3
403,-0.5106,0.717,0.204,0.079,"RT @ronlieber: That teacher with the student loan forgiveness problem I wrote about a few months back? The column fixed that problem, and t…",The New York Times,4
404,0.2013,0.645,0.121,0.234,"President Trump attacked Amazon, saying that it does not pay enough taxes and uses the United States postal system… https://t.co/DhulEmxyAf",The New York Times,5
405,-0.4939,0.656,0.344,0.0,Judge Temporarily Stops U.S. From Blocking Undocumented Teenagers’ Abortions https://t.co/9spkLwsskX,The New York Times,6
406,-0.765,0.602,0.398,0.0,Tesla Says Crashed Vehicle Had Been on Autopilot Before Fatal Accident https://t.co/ncu76CWMuV,The New York Times,7
407,-0.296,0.82,0.18,0.0,What You Might Have Missed: 10 Weekend Reads From Opinion https://t.co/YUFD15bm6i,The New York Times,8
408,-0.3818,0.833,0.167,0.0,UConn Is Upset by Notre Dame in OT in the Women’s Final Four https://t.co/03MAnmcJ8R,The New York Times,9
409,0.0,1.0,0.0,0.0,"At your fingertips: The many sides of David Bowie. 

He was a musician, actor, painter, fashion pioneer — and never… https://t.co/U1uY2wWw1e",The New York Times,10
410,-0.7906,0.5,0.5,0.0,Anguished Mourners Beg for Answers After Jail Fire in Venezuela https://t.co/2r7EZrE3md,The New York Times,11
411,-0.34,0.714,0.286,0.0,Vermont Legislature Passes Sweeping Gun Restrictions https://t.co/gb9ESCMdEx,The New York Times,12
412,-0.1027,0.903,0.097,0.0,"U.S. Says It Can Pay for 100 Miles of Wall on 2,000-Mile Border https://t.co/MKwcvEdkUk",The New York Times,13
413,0.3612,0.898,0.0,0.102,"Tesla once looked like the future of the car industry. But as it burns cash and hits production snags, its own futu… https://t.co/Oqk8bdC0TO",The New York Times,14
414,-0.4404,0.879,0.121,0.0,Today’s teens have been raised on cellphones and social media. Should we worry about them or just get out of their… https://t.co/Qam8493mzr,The New York Times,15
415,-0.7149,0.668,0.332,0.0,Does Hell Exist? And Did the Pope Give an Answer? https://t.co/kiElN9S4sq,The New York Times,16
416,0.7869,0.71,0.0,0.29,"Sister Jean’s prayers are anything but bipartisan. “I ask God to be especially good to Loyola,” she said. https://t.co/bwaEasEsPc",The New York Times,17
417,0.34,0.815,0.0,0.185,"In Opinion

Bret Stephens accepted Michelle Goldberg's open challenge to debate whether Kevin Williamson's views ar… https://t.co/ZofSzvmvzS",The New York Times,18
418,0.2732,0.84,0.0,0.16,"Scott Pruitt, E.P.A. Chief, Rented Residence From Wife of Energy Lobbyist https://t.co/0CKCCXNnmE",The New York Times,19
419,0.0,1.0,0.0,0.0,"In Opinion

Michelle Goldberg says that Kevin Williamson's views about African-Americans, women, trans people and t… https://t.co/HiOQXuS0WU",The New York Times,20
420,0.0,1.0,0.0,0.0,Police Release New Body Camera Footage of Alton Sterling Shooting https://t.co/Lt5SNXzKsn,The New York Times,21
421,-0.2247,0.9,0.1,0.0,A more aggressive Russia policy is being pushed by some Trump advisers after this week's diplomatic expulsions. Pre… https://t.co/eR58DMCzP4,The New York Times,22
422,0.0,1.0,0.0,0.0,"""We’ll be here as long as it takes to get our demands met."" https://t.co/iSEdrUD7PC",The New York Times,23
423,-0.3612,0.8,0.2,0.0,Albany Strikes Deal on a Budget That Subverts Trump’s Tax Plan https://t.co/GZXgS4UGF0,The New York Times,24
424,-0.8316,0.658,0.342,0.0,"Andrew Bosworth, a Facebook vice president, wrote, “Maybe someone dies in a terrorist attack coordinated on our too… https://t.co/57UwrRVuh5",The New York Times,25
425,0.5106,0.752,0.0,0.248,"Bar Americans From Man Booker Prize, Fed-Up British Authors Urge https://t.co/71d5rFUj4L",The New York Times,26
426,0.802,0.745,0.0,0.255,"RT @nytimesarts: “King of Kings,” “The Greatest Story Ever Told,” “The Passion of the Christ” — and other sort-of Easter movies to stream h…",The New York Times,27
427,0.0,1.0,0.0,0.0,"RT @NirajC: This week, a cryptocurrency company funded every classroom project on @DonorsChoose. https://t.co/W9hns5LcUf",The New York Times,28
428,0.3182,0.813,0.0,0.187,Walmart in Talks to Strengthen Ties to Health Insurer Humana https://t.co/bUhlWHpziI,The New York Times,29
429,0.5859,0.833,0.0,0.167,"""There's a lot about this country we need to learn a lot more about."" How President Trump's win shifted ABC's plans… https://t.co/v4hhGN3ui5",The New York Times,30
430,-0.3182,0.839,0.161,0.0,"Fiction: Brainy and Benighted, Lost in the Books of Bolaño and Borges https://t.co/TzJz6yZlkY",The New York Times,31
431,0.0,1.0,0.0,0.0,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/fETU5Ha4Ba,The New York Times,32
432,0.25,0.567,0.165,0.268,She was fit and healthy. So why did her right lung mysteriously collapse? https://t.co/cDamzO81ZG,The New York Times,33
433,0.0,1.0,0.0,0.0,"If the addition of a citizenship question to the 2020 census reduces participation of noncitizens, here are the sta… https://t.co/VU2mtnAVvF",The New York Times,34
434,0.0,1.0,0.0,0.0,"RT @abscribe: After #Harvey pounded Texas, a @nytimes team of journalists spent time with families to understand how they made a decision t…",The New York Times,35
435,-0.7096,0.772,0.228,0.0,"The fatal police shooting of Alton Sterling in 2016 has led to the firing of one Baton Rouge, La., officer. Another… https://t.co/DJpNOco0Sn",The New York Times,36
436,0.2675,0.723,0.119,0.158,RT @nytclimate: You shouldn't pass over this excellent story about drought and famine in ancient Egypt: a timeless tale of failing to adapt…,The New York Times,37
437,-0.6705,0.836,0.164,0.0,Amia Tyrae is at least the 7th transgender woman killed in the U.S. this year. She “was taken away in the very mann… https://t.co/3uIKUiquso,The New York Times,38
438,0.0,1.0,0.0,0.0,The Metropolitan Opera is presenting a new opera for babies between between 6 months old and 18 months old https://t.co/e2eFUDFUYC,The New York Times,39
439,-0.1531,0.625,0.179,0.196,RT @nytfood: Remember Balducci's? The man credited with creating the gastronomic mecca is dead at 92 https://t.co/QWJz32P7Y8 https://t.co/O…,The New York Times,40
440,0.336,0.883,0.0,0.117,"The Man Booker is Britain’s most prestigious literary award, but for the past 2 years, American writers have domina… https://t.co/FISkVSO6kv",The New York Times,41
441,-0.5994,0.745,0.204,0.051,"""I want to die over there, not here."" The New York Times joined an elderly couple on a bittersweet journey home to… https://t.co/DRsP7fwudW",The New York Times,42
442,-0.4404,0.879,0.121,0.0,Today’s teens have been raised on cellphones and social media. Should we worry about them or just get out of their… https://t.co/uxlQbv3xDN,The New York Times,43
443,-0.4939,0.856,0.144,0.0,"RT @nytfood: We have recipes for Passover, Easter and the weekend. (And a suggestion for April Fools' Day: Make a cherry cola-chocolate-may…",The New York Times,44
444,0.6369,0.802,0.0,0.198,"The sordid love affair between Elizabeth Taylor and Richard Burton during ""Cleopatra"" is now an onstage drama https://t.co/ioZrmQLekP",The New York Times,45
445,0.5859,0.745,0.0,0.255,"RT @nytopinion: In Memphis, Martin Luther King's dream of income equality remains far from fulfilled https://t.co/8hy3fxZYyS",The New York Times,46
446,0.0,1.0,0.0,0.0,"RT @nytimesworld: “At the airport in Bucharest, I was surrounded by customs officials. They said, ‘You’re dead,’ ” he recalled with disbeli…",The New York Times,47
447,0.0,1.0,0.0,0.0,How Ta-Nehisi Coates’s deeply personal “Between the World and Me” was adapted into a stage performance at the Apollo https://t.co/OtttIFqRmu,The New York Times,48
448,0.0,1.0,0.0,0.0,“Roseanne” is going to be here for a while. The revived sitcom is getting a second season. https://t.co/U99w72y13Z,The New York Times,49
449,0.0,1.0,0.0,0.0,RT @nytimesarts: Netflix enters its teenage phase https://t.co/3Bu8BbznHn,The New York Times,50
450,0.0,1.0,0.0,0.0,A Census Bureau panel of expert advisers on Friday rebuked the Trump administration’s decision to add a question on… https://t.co/21aW2YW6Bm,The New York Times,51
451,0.7269,0.747,0.0,0.253,Maguire University has attended every Final Four weekend since 1963. Which is pretty good when one considers the sc… https://t.co/SvVmqL4sz4,The New York Times,52
452,0.0,1.0,0.0,0.0,Nearly all applicants for a visa to enter the U.S. will be asked to submit their social-media user names for the pa… https://t.co/CUnQHxELzC,The New York Times,53
453,-0.4767,0.876,0.124,0.0,It currently takes 250 days to get an interview with the U.S. visa section in Russia. That will only get worse with… https://t.co/FcyA6lDsN2,The New York Times,54
454,0.2682,0.775,0.088,0.137,"RT @nytimesarts: Many scholars think Bach was a forward-looking, quasi-scientific thinker who had little or no genuine interest in traditio…",The New York Times,55
455,0.0,1.0,0.0,0.0,The founder of a crowdfunding website for school projects emailed the CEO of a cryptocurrency company with a propos… https://t.co/KvayQou55W,The New York Times,56
456,0.0,1.0,0.0,0.0,"On the morning after the 2016 election, a group of ABC executives gathered to discuss what the Trump victory meant… https://t.co/cO0CDuBrUH",The New York Times,57
457,0.0,1.0,0.0,0.0,An earlier tweet to an earlier version of this story was deleted. It should have clarified that Mr. Clark was shot… https://t.co/PPWn2biVex,The New York Times,58
458,-0.2263,0.905,0.095,0.0,"Stephon Clark, the unarmed man who was shot by Sacramento police in his grandmother’s backyard, sparking protests t… https://t.co/J5dy6mSFu4",The New York Times,59
459,0.0,1.0,0.0,0.0,"RT @jdelreal: NEWS: Stephon Clark’s family commissioned an independent autopsy, which found he was shot eight times from the back and side.…",The New York Times,60
460,0.0,1.0,0.0,0.0,"These frogs ""used to be so abundant that you could barely walk without stepping on them."" Then came the fungus. https://t.co/rm6OwCEMmI",The New York Times,61
461,0.0,1.0,0.0,0.0,"What NYT readers said about Roseanne Barr and the ""Roseanne"" reboot https://t.co/8mUPBy7N0R",The New York Times,62
462,0.4168,0.866,0.0,0.134,“This independent autopsy affirms that Stephon was not a threat to police and was slain in another senseless police… https://t.co/dL42DtERsy,The New York Times,63
463,0.1779,0.809,0.081,0.111,"RT @tarangoNYT: Long before police shootings and protests in Ferguson, Mo., or Sacramento focused America’s attention on how the police tre…",The New York Times,64
464,0.0,1.0,0.0,0.0,@FrancesRobles Here's a link to the story: https://t.co/uLMTY95a3a,The New York Times,65
465,0.3034,0.904,0.0,0.096,"RT @FrancesRobles: EXCLUSIVE: New York Times has learned that Stephon Clark was shot eight times from behind or side, according to a privat…",The New York Times,66
466,0.0,1.0,0.0,0.0,"RT @NYTStyles: Nicole Parasina Basile wasn’t looking for a husband when she moved to Crown Heights, Brooklyn, in 2010, but that’s exactly w…",The New York Times,67
467,-0.34,0.772,0.158,0.07,"RT @nytimesworld: No other country was as efficient at killing its Jews as Lithuania, where not only did 96 percent perish, but the victims…",The New York Times,68
468,0.6597,0.779,0.0,0.221,The real marvel of Mexico’s avocado trade is not so much its size as the speed of its sudden growth https://t.co/mMDHpdM624,The New York Times,69
469,0.3182,0.892,0.0,0.108,The IRS is urging people to do a “paycheck checkup” to make sure they're having their employers withhold the correc… https://t.co/kBwBqM5sgB,The New York Times,70
470,0.4767,0.871,0.0,0.129,"RT @nytimesarts: Kate Mara on her new movie “Chappaquiddick”: “Like a lot of people, I’m fascinated with the Kennedys and their history and…",The New York Times,71
471,0.6124,0.818,0.0,0.182,"RT @NYTStyles: The Wing is under investigation for discrimination, but honestly ... that's only gotten it more press. https://t.co/uHGB7sVY…",The New York Times,72
472,0.2732,0.89,0.0,0.11,"In college basketball, Catholic schools have long punched well above their weight. The reasons stretch back a centu… https://t.co/wJkwuvDZRS",The New York Times,73
473,-0.4215,0.859,0.141,0.0,"RT @dgelles: Cash may be king, but it's no longer essential. 

I've gone cashless. My essay here: 
https://t.co/laHrQD9j1F",The New York Times,74
474,0.0,1.0,0.0,0.0,The midterm elections will determine the political script for the rest of President Trump’s first term. And Pennsyl… https://t.co/ZpZGFxjunA,The New York Times,75
475,-0.0516,0.943,0.057,0.0,"Puerto Ricans are trickling back to the island. They must come to terms with a Puerto Rico that is still crippled,… https://t.co/Wml9x3rYyw",The New York Times,76
476,0.4404,0.828,0.0,0.172,Hope Hicks has left the building. Those who remain are wondering what happens now. https://t.co/ds3NJlS4i8,The New York Times,77
477,0.2263,0.773,0.092,0.135,"In Opinion

Alex Wagner writes: ""Racially speaking, the United States is 0% Hispanic. This is confusing — especiall… https://t.co/kzJaxIOguf",The New York Times,78
478,-0.7783,0.702,0.298,0.0,A California judge’s ruling would require cancer warning labels on coffee. The coffee industry is considering how t… https://t.co/1GJ1f9b3Mj,The New York Times,79
479,-0.3818,0.867,0.133,0.0,"""That’s how I ended up losing my virginity on a fourth date with a middle-school teacher that I didn’t even particu… https://t.co/Dk0vk6HRT2",The New York Times,80
480,-0.1779,0.664,0.203,0.133,Breaking News: What was billed as a peaceful protest along Gaza's border with Israel turned bloody. The Israeli mil… https://t.co/RVW9kEuN82,The New York Times,81
481,0.0,1.0,0.0,0.0,"There’s been talk of bankruptcy swirling around Gibson, the Nashville-based guitar company. What happened? https://t.co/cOVKNf2Wbm",The New York Times,82
482,-0.296,0.879,0.121,0.0,A Russian man accused of hacking 3 American tech companies in 2012 has been extradited to the U.S. https://t.co/MnltMkO1Oe,The New York Times,83
483,-0.5994,0.776,0.224,0.0,"RT @jodikantor: Six months ago, @ronlieber wrote about teachers and firefighters being seriously screwed by a government student loan progr…",The New York Times,84
484,0.0,1.0,0.0,0.0,"Another week, another news quiz. Tell us how you did. https://t.co/buvo5zeiKz",The New York Times,85
485,-0.2411,0.897,0.103,0.0,"President Trump insisted he will never again sign a huge catchall spending bill. Given the state of Congress,… https://t.co/Ov68bYiDwD",The New York Times,86
486,-0.4404,0.861,0.139,0.0,Exxon sued to try to block investigations into its research and public statements about climate change. A judge dis… https://t.co/uFOMCdotBj,The New York Times,87
487,0.1139,0.818,0.081,0.1,"Breaking News: Noor Salman, the widow of the Pulse nightclub shooter, was found not guilty of helping her husband c… https://t.co/O1tNykTV7B",The New York Times,88
488,0.4215,0.872,0.0,0.128,"By tying a trade deal with South Korea to progress in denuclearizing North Korea, President Trump is showing how li… https://t.co/IfnzE5hDEO",The New York Times,89
489,-0.5849,0.853,0.147,0.0,RT @UpshotNYT: Does more immigration mean more crime? In collaboration with the @MarshallProj we look at the data behind this widely held i…,The New York Times,90
490,0.0,1.0,0.0,0.0,Why do cracking knuckles make that sound? You might need a calculator to explain it. https://t.co/YpjnR3SXN2,The New York Times,91
491,0.296,0.855,0.0,0.145,5 times David Pecker and The National Enquirer have defended or championed President Trump https://t.co/1BQX7SYOm5,The New York Times,92
492,0.25,0.857,0.0,0.143,RT @PatriciaMazzei: BREAKING: Jury in Salman trial has reached a verdict. It will be announced in court in about 30 minutes.,The New York Times,93
493,0.25,0.913,0.0,0.087,"RT @nytimesworld: “We’ll probably hold that deal up for a little while, see how it all plays out.”—President Trump on his recently announce…",The New York Times,94
494,0.3818,0.719,0.094,0.187,RT @nhannahjones: I went on The Daily with @mikiebarb today to discuss Linda Brown and the continuing fight to fulfill the promise of landm…,The New York Times,95
495,-0.7906,0.709,0.247,0.044,"“I want to die over there, not here,” said Enrique, lying on the hotel bed, a scar from one of his many surgeries v… https://t.co/KNpdOHhDJW",The New York Times,96
496,0.0,1.0,0.0,0.0,RT @nytimesworld: Couples in Denmark can obtain a divorce in less than a week. The government is trying to make breaking up a little a hard…,The New York Times,97
497,0.0,1.0,0.0,0.0,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/TAjx9fZATB,The New York Times,98
498,0.0,1.0,0.0,0.0,"Thousands of asylum seekers remain stranded on the Greek island of Lesbos, unwilling to go back to the countries th… https://t.co/LrxHQuWlTN",The New York Times,99
499,-0.7096,0.707,0.233,0.06,"RT @peterbakernyt: Trump's attacks on Amazon are often set off by his anger at stories in the @washingtonpost, also owned by Bezos, associa…",The New York Times,100
