,Compound,Negative,Neutral,Positive,Tweet,account,tweet ago
174,0.3818,0.796,0.0,0.204,"NEW: Jurors have reached a verdict in the trial of Noor Salman, the widow of the Pulse nightclub shooter; verdict e… https://t.co/IC13CZMUAt",CBS News,75
175,-0.5267,0.794,0.206,0.0,"Russian ships are lurking around underwater communications cables, causing the U.S. and its allies to worry the Kre… https://t.co/VTBt6bBJ78",CBS News,76
176,-0.8126,0.682,0.318,0.0,"Hard numbers:
▪️70: Estimated 70% of guns recovered at crime scenes in Mexico crime since 2009 were purchased in th… https://t.co/3vYMH9fZ4K",CBS News,77
177,0.4215,0.865,0.0,0.135,Walmart's appeal is gaining among Democrats as a majority of shoppers who identify as Democrats now say they would… https://t.co/UFKVL7OOLv,CBS News,78
178,-0.8316,0.747,0.253,0.0,Next week marks 50 years since the nation was gripped by the death of Martin Luther King Jr. His death was met by a… https://t.co/uXC8t3p0PQ,CBS News,79
179,0.0,1.0,0.0,0.0,"Scott Foster, a 36-year-old accountant-turned-emergency Chicago Blackhawks goalie, stars in his NHL debut:… https://t.co/l5ftf0i9UB",CBS News,80
180,0.2263,0.769,0.095,0.136,Federal grand jury charges Texas pastor and Louisiana financial planner with bilking investors out of more than $1… https://t.co/pZ89kgSNSz,CBS News,81
181,-0.743,0.73,0.27,0.0,Schools in several of Kentucky's largest counties were forced to close Friday when teachers angered by the passage… https://t.co/IemRxEG6oE,CBS News,82
182,0.0,1.0,0.0,0.0,"Russia goes beyond tit-for-tat in diplomatic duel with U.S., ordering 60 U.S. diplomats out of the country and clos… https://t.co/kuMzGf0NOj",CBS News,83
183,0.0,1.0,0.0,0.0,Sunday Times royal correspondent Roya Nikkhah joins @CBSThisMorning from London to discuss: https://t.co/CEtJkHhQsk,CBS News,84
184,0.0,1.0,0.0,0.0,"The royal wedding is 50 days away, and we're starting to learn who Prince Harry and Meghan Markle are including in… https://t.co/jdqKkyVVBY",CBS News,85
185,0.3612,0.736,0.1,0.165,RT @CBSThisMorning: .@CBSSports says the @Marlins and @Cubs honored victims of the Stoneman Douglas High School shooting during yesterday's…,CBS News,86
186,0.0,1.0,0.0,0.0,President Trump is expected to sign an online sex trafficking bill in the coming days. It would penalize websites t… https://t.co/codkgFFTCP,CBS News,87
187,0.0,1.0,0.0,0.0,Wisconsin health officials are reviewing Milwaukee's lead prevention program after several reports highlighted defi… https://t.co/oswrIPFjY5,CBS News,88
188,0.6597,0.803,0.0,0.197,Dating app technology puts the power to meet people in the palm of your hand. The same idea is helping pair dogs in… https://t.co/qTBozQxWlO,CBS News,89
189,-0.6249,0.681,0.319,0.0,Nearly a half-million students in Oklahoma could miss school Monday because of a threatened teacher's strike. Teach… https://t.co/xpGQGTYO7I,CBS News,90
190,-0.4019,0.856,0.144,0.0,"Federal prosecutors say they captured a sex cult leader who allegedly recruited Hollywood stars and enslaved women,… https://t.co/v4FLyTXHYf",CBS News,91
191,0.3612,0.884,0.0,0.116,"RT @CBSThisMorning: ➡️ EPA plans to ease Obama-era fuel standards

➡️ @UnderArmour is investigating a massive cyber breach that affects abo…",CBS News,92
192,0.3818,0.885,0.0,0.115,Parents in Milwaukee say city leaders aren't doing enough to protect their kids from lead. More than 11% of Milwauk… https://t.co/bDbk0DObvm,CBS News,93
193,-0.7003,0.691,0.309,0.0,"Stephon Clark's family to file federal lawsuit over police shooting death, lawyers say https://t.co/Su1UoszQI8 https://t.co/bswbke909L",CBS News,94
194,-0.4404,0.717,0.177,0.106,"The man at the center of the popular podcast, ""Serial,"" will get a new murder trial. A jury convicted Adnan Syed in… https://t.co/EOxVcEx8iT",CBS News,95
195,-0.6486,0.632,0.269,0.099,A judge ruled coffee shops must serve coffee with a cancer warning in California. Chains like Starbucks and Whole F… https://t.co/tqER2XZ7RE,CBS News,96
196,-0.0516,0.851,0.08,0.069,It's a tough time for the world's largest social network. Here's a breakdown of the biggest challenges Facebook is… https://t.co/rOm1pG6b9U,CBS News,97
197,-0.2263,0.921,0.079,0.0,Lawyers for the family of Stephon Clark tell CBS News they plan to file a federal lawsuit as soon as Friday over hi… https://t.co/0oXb8Ieok7,CBS News,98
198,0.0,1.0,0.0,0.0,A federal judge says adult film star Stormy Daniels' lawyer cannot depose President Trump about his client's non-di… https://t.co/5mz3QFhZsJ,CBS News,99
199,0.0,1.0,0.0,0.0,Senior foreign affairs correspondent and @FaceTheNation moderator @margbrennan joins @CBSThisMorning from Washingto… https://t.co/Fm50o9aJrq,CBS News,100
200,0.0,1.0,0.0,0.0,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N,CNN,1
201,0.6369,0.682,0.0,0.318,The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW,CNN,2
202,0.6808,0.781,0.0,0.219,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc,CNN,3
203,0.0,1.0,0.0,0.0,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W,CNN,4
204,0.3818,0.669,0.114,0.217,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr",CNN,5
205,0.4404,0.847,0.0,0.153,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC,CNN,6
206,0.2732,0.9,0.0,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5",CNN,7
207,0.0,1.0,0.0,0.0,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB",CNN,8
208,0.6369,0.61,0.089,0.301,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo",CNN,9
209,0.0,1.0,0.0,0.0,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS",CNN,10
210,0.3612,0.872,0.0,0.128,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv",CNN,11
211,0.0,1.0,0.0,0.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap,CNN,12
212,0.34,0.882,0.0,0.118,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL,CNN,13
213,-0.5859,0.814,0.186,0.0,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU",CNN,14
214,0.0,1.0,0.0,0.0,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…,CNN,15
215,0.3182,0.887,0.0,0.113,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ,CNN,16
216,-0.0258,0.731,0.137,0.132,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq,CNN,17
217,0.0,1.0,0.0,0.0,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG,CNN,18
218,0.0,1.0,0.0,0.0,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G,CNN,19
219,-0.5859,0.814,0.186,0.0,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF",CNN,20
220,-0.3182,0.897,0.103,0.0,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4",CNN,21
221,-0.4003,0.863,0.137,0.0,"""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U",CNN,22
222,-0.34,0.897,0.103,0.0,"RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…",CNN,23
223,0.296,0.896,0.0,0.104,Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1,CNN,24
224,0.5367,0.874,0.0,0.126,"RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…",CNN,25
225,0.4215,0.833,0.0,0.167,"President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E",CNN,26
226,-0.3818,0.86,0.14,0.0,"""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU",CNN,27
227,0.0,1.0,0.0,0.0,A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b,CNN,28
228,0.7717,0.717,0.0,0.283,"Michael Brown celebrates his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best… https://t.co/mEQLTx8ozD",CNN,29
229,0.0,1.0,0.0,0.0,Former Obama administration Attorney General Eric Holder said he will make a decision on running for president in 2… https://t.co/fBlctwq6NT,CNN,30
230,-0.34,0.893,0.107,0.0,The internal FBI report that served as grounds for the firing of FBI Deputy Director Andrew McCabe includes key tes… https://t.co/owthxm1Qop,CNN,31
231,-0.6249,0.796,0.204,0.0,Could this be a sign of change in the police shooting crisis? | By Roxanne Jones via @CNNOpinion… https://t.co/102nyMqSop,CNN,32
232,0.0,1.0,0.0,0.0,Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/ilWRCPSyuH,CNN,33
233,0.6808,0.781,0.0,0.219,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/70VGFaqbhE,CNN,34
234,0.4215,0.877,0.0,0.123,"US Ambassador to the United Nations Nikki Haley gave Karen Pierce, the UK's first female ambassador to the UN, a wa… https://t.co/UKHHdYFnCv",CNN,35
235,-0.7783,0.57,0.43,0.0,Coffee may come with a cancer warning label in California https://t.co/BHrE6r8LnS https://t.co/YOVgknEY8c,CNN,36
236,-0.5267,0.671,0.238,0.091,Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/lwvbG4vTJo https://t.co/3OYg8dnklf,CNN,37
237,-0.34,0.707,0.185,0.109,"President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/7d7tzIidZK https://t.co/OVthlIfV8Q",CNN,38
238,0.0,1.0,0.0,0.0,"The attorneys for the family of Alton Sterling are speaking in Baton Rouge, Louisiana, following the police press c… https://t.co/p8AJCD4fPj",CNN,39
239,-0.5267,0.848,0.152,0.0,"The White House is frustrated with the EPA's Scott Pruitt, the already embattled Cabinet secretary who is under scr… https://t.co/Bk5ioNiNhA",CNN,40
240,-0.5859,0.787,0.213,0.0,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/kJLTw5PY4D,CNN,41
241,0.25,0.875,0.0,0.125,How Steve Bannon used Cambridge Analytica to further his alt-right vision for America https://t.co/iB1mHKZT7z https://t.co/uY8u1AbqFj,CNN,42
242,0.2023,0.904,0.0,0.096,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/MHqgAuAyf7 https://t.co/L2Zlql8mD2,CNN,43
243,0.0,1.0,0.0,0.0,"Walmart is in the early stages of talks to buy the health insurance giant Humana, according to a Wall Street Journa… https://t.co/VIggyj5nji",CNN,44
244,-0.5423,0.844,0.156,0.0,"BREAKING: Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton St… https://t.co/F9u1UNG5x2",CNN,45
245,0.0,1.0,0.0,0.0,David Shulkin wants to tell his side of the story -- and he's speaking out everywhere https://t.co/RCkHV2SPjX https://t.co/75xGMw1eIH,CNN,46
246,-0.5423,0.844,0.156,0.0,"Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton Sterling, wi… https://t.co/sgYOZYRKAp",CNN,47
247,-0.7351,0.644,0.356,0.0,Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/jzCSTqu115 https://t.co/PPTPB1a3Wa,CNN,48
248,-0.5106,0.791,0.15,0.059,The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/VdVwpyVLve,CNN,49
249,0.0,1.0,0.0,0.0,"Four videos recorded the night an officer shot Alton Sterling in 2016 were released by Baton Rouge police.

The rec… https://t.co/SHRcuSe7iY",CNN,50
250,0.3612,0.872,0.0,0.128,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/vDPqMjycHB",CNN,51
251,0.0,1.0,0.0,0.0,"RT @CNNSitRoom: ""I have the patience to wait until Mueller and his professionals come back with a recommendation of what in fact happened,""…",CNN,52
252,0.1027,0.722,0.128,0.15,"Venezuelans lack Communion wafers this Easter, so a Colombian church stepped in to help https://t.co/cXY7l1pnyi https://t.co/PYzmm3cQQK",CNN,53
253,-0.296,0.744,0.153,0.103,"These days, politics is about what you hate as much as what you like | Analysis by CNN's Sam Petulla… https://t.co/2ua2J9y2TQ",CNN,54
254,-0.1027,0.714,0.172,0.113,The FBI detained and questioned Trump ally Ted Malloch this week as part of special counsel Robert Mueller's invest… https://t.co/OTRZuunDYS,CNN,55
255,-0.4767,0.83,0.17,0.0,The FBI this week detained and questioned Ted Malloch -- who says he was an informal Trump campaign adviser in 2016… https://t.co/4ETAWMHGuL,CNN,56
256,0.1779,0.837,0.065,0.098,"Fifty years ago, on the last day of March, President Lyndon Johnson stunned the nation with a surprise decision not… https://t.co/ri5ZsyJH7I",CNN,57
257,-0.2732,0.707,0.148,0.145,"RT @TheLeadCNN: Rep. Esty, who has apologized after she kept on a top aide for several months despite having learned of abuse allegations a…",CNN,58
258,0.3089,0.847,0.0,0.153,Rep. Elizabeth Esty says she won't resign after apologizing for keeping on an aide for several months after learnin… https://t.co/pq3Tx8tqjF,CNN,59
259,0.5719,0.773,0.0,0.227,"President Trump's ""mini me"" could (partly) fill the void that long-time top aide Hope Hicks leaves behind… https://t.co/bfbmdEqgA7",CNN,60
260,0.0,1.0,0.0,0.0,"RT @TheLeadCNN: ""What I've not seen from this President is any indication whatsoever that he is willing to use the instruments of power tha…",CNN,61
261,0.0,1.0,0.0,0.0,"""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid… https://t.co/uFHyDGkZrk",CNN,62
262,-0.4019,0.87,0.13,0.0,The Utah Jazz's home arena is opening a sensory-inclusive space for fans with autism spectrum disorder and other in… https://t.co/S1chLvCHSb,CNN,63
263,-0.2023,0.913,0.087,0.0,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/1DyFic0C2i",CNN,64
264,0.0,1.0,0.0,0.0,"RT @TheLeadCNN: Russia released video footage of a test launch of its new ""Satan 2"" intercontinental ballistic missile https://t.co/M49YiOw…",CNN,65
265,-0.2023,0.893,0.107,0.0,Federal authorities have charged the pastor of a Texas megachurch and a Louisiana financial planner with defrauding… https://t.co/GUYy99hyh7,CNN,66
266,0.0,1.0,0.0,0.0,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/ulz7Nu40xs https://t.co/ssTwFIHAB4,CNN,67
267,0.3818,0.669,0.114,0.217,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/7M0VmN7STW",CNN,68
268,0.0,1.0,0.0,0.0,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/iQU2aeav5h,CNN,69
269,0.4215,0.823,0.0,0.177,Why Trump and the GOP are gaining | By Scott Jennings via @CNNOpinion https://t.co/fwYLVuR2cy https://t.co/FTRiUkE20v,CNN,70
270,0.0,1.0,0.0,0.0,"About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/vbEUoa46kx",CNN,71
271,0.0,1.0,0.0,0.0,What Walmart doesn't get about #MeToo | By Melissa Blake via @CNNOpinion https://t.co/Qx7VSF4L4L https://t.co/JEArcd6uzl,CNN,72
272,-0.5267,0.794,0.206,0.0,A woman in Texas was sentenced to a five-year prison term for voting illegally in the 2016 presidential election wh… https://t.co/pWezjEjZIu,CNN,73
273,0.6808,0.781,0.0,0.219,"After almost two months, the US State Department has approved a visa for an Iranian man to come to the United State… https://t.co/kPahAdXuXN",CNN,74
274,0.0,1.0,0.0,0.0,Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/Nl5hsFytef,CNN,75
275,0.8074,0.717,0.0,0.283,"If President Trump makes good on his promise to get out of Syria ""very soon,"" one of the biggest winners will be Ru… https://t.co/S7Ks0hQtf0",CNN,76
276,0.0516,0.714,0.136,0.15,A surprise change to teachers' pensions sparked protests in Kentucky's capital https://t.co/qt09vCyQUc https://t.co/Hj9NtUlNpN,CNN,77
277,0.0,1.0,0.0,0.0,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/6uwwfglQuq,CNN,78
278,-0.5994,0.822,0.178,0.0,"Stephon Clark was shot by Sacramento police eight times--six in his back--and his death was ""not instantaneous,"" ac… https://t.co/OiG8VsUkc6",CNN,79
279,-0.802,0.714,0.286,0.0,"Austin's police chief now says he would label the bomber who killed two people and injured several others a ""domest… https://t.co/WwTdiA5jrV",CNN,80
280,0.0,1.0,0.0,0.0,A group of Howard University students say they've taken control of the school's administration building in a protes… https://t.co/36XrAvkJAH,CNN,81
281,-0.3182,0.881,0.119,0.0,Some African-American students from Marjory Stoneman Douglas High School say their voices have been ignored by the… https://t.co/dDaMhW1lqi,CNN,82
282,0.0,1.0,0.0,0.0,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/96VupBQNee https://t.co/E7c3DzJmCn,CNN,83
283,0.3818,0.669,0.114,0.217,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/9tfZV8cIWY",CNN,84
284,0.0,1.0,0.0,0.0,The Trump administration is quietly rewriting US immigration policy through a series of small moves that add up to… https://t.co/YBXTLdOTlg,CNN,85
285,-0.7964,0.651,0.349,0.0,"Arkansas is trying to make Big Pharma pay for the opioid crisis, accusing drug manufacturers in a new lawsuit of in… https://t.co/RGJDaMUOeY",CNN,86
286,0.296,0.798,0.069,0.133,"""She's only apologizing after a third of her advertisers pulled out,"" says Parkland survivor David Hogg, responding… https://t.co/UNxGLzeuSk",CNN,87
287,0.0,1.0,0.0,0.0,The Trump administration will require visa applicants to submit five years of social media history https://t.co/M6qbYd6Uv1,CNN,88
288,0.0,1.0,0.0,0.0,Attorney Gloria Allred has withdrawn from representing Summer Zervos in her defamation suit against President Trump… https://t.co/B5nHFIxFv8,CNN,89
289,-0.5859,0.814,0.186,0.0,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/3RhjbE0NQh",CNN,90
290,0.128,0.933,0.0,0.067,"SpaceX launched another rocket on Friday, and this time it tried to land the $6 million nose cone into a giant seab… https://t.co/NMBsh3OQuX",CNN,91
291,0.0,1.0,0.0,0.0,This Chinese space lab could plummet back to earth as early as Saturday https://t.co/ZSc6omLCy9 https://t.co/jgjCZ5IqQJ,CNN,92
292,-0.5574,0.825,0.175,0.0,"An off-duty police officer died Thursday in Kentucky after a man impersonating an officer shot him, police say… https://t.co/20vfVWu5D6",CNN,93
293,-0.4019,0.886,0.114,0.0,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/eBQKi8TPlh",CNN,94
294,-0.4588,0.842,0.158,0.0,This man spent more years behind bars than any other wrongfully imprisoned person in America https://t.co/L9pLu1Q6nL https://t.co/kf3WW43anM,CNN,95
295,0.2263,0.699,0.109,0.192,Mark Zuckerberg has disavowed an internal memo written by a top Facebook executive in 2016 that argued growth shoul… https://t.co/rt6Orqn7NR,CNN,96
296,0.128,0.838,0.068,0.094,A Connecticut Democratic congresswoman is apologizing after she kept a top aide on her payroll for several months d… https://t.co/rChtdK8tSk,CNN,97
297,0.0,1.0,0.0,0.0,"Russia released video footage Friday of a test launch of its new ""Satan 2"" intercontinental ballistic missile… https://t.co/Ac0UqHuxfd",CNN,98
298,0.4847,0.828,0.0,0.172,"JUST IN: Noor Salman, the widow of the Pulse nightclub gunman, was found not guilty of charges in connection with h… https://t.co/LeDjGXUeP1",CNN,99
299,-0.8207,0.531,0.378,0.091,"At least eight Palestinians were killed and more than 1,000 injured in confrontations with Israeli security forces… https://t.co/dnAn5jY4N3",CNN,100
300,0.5106,0.732,0.0,0.268,Appeals court strips angler of $2.8M fishing contest prize https://t.co/1u26KCuZdn,Fox News,1
301,0.6739,0.789,0.0,0.211,"PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/9jFmxnvsJ6",Fox News,2
302,-0.5574,0.735,0.265,0.0,"Horse named after Patriots' Rob Gronkowski to run Kentucky Derby
https://t.co/HRo9DChVpg",Fox News,3
303,0.0,1.0,0.0,0.0,"Earlier, @FLOTUS visited with children at the Palm Beach Children's Hospital at the St. Mary's Medical Center. https://t.co/6DzMyQuXQQ",Fox News,4
304,0.4939,0.814,0.0,0.186,"On @OutnumberedFNC, @davidwebbshow praised President @realDonaldTrump's renewed calls for a wall on the nation's so… https://t.co/0e62YEYegh",Fox News,5
305,0.1027,0.745,0.117,0.138,.@kayleighmcenany Clashes With Dem Strategist: 'Breathtaking' That You Give Trump No Credit on N. Korea https://t.co/jFcFum5VkF,Fox News,6
306,-0.296,0.804,0.196,0.0,.@HillaryClinton: No one tells a man to go away. https://t.co/VGn9BcoKnF https://t.co/jzkoddIsMn,Fox News,7
307,0.9349,0.397,0.0,0.603,"""Happy Passover, Happy Easter...and God Bless America""
On Good Friday, President @realDonaldTrump wished Americans… https://t.co/fMcCbfhiTR",Fox News,8
308,0.4939,0.775,0.0,0.225,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's handling of the economy. https://t.co/8wTbxSgy9z https://t.co/5IN1CW3rJl",Fox News,9
309,0.1779,0.576,0.187,0.237,Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/XIy4Oe0R6j,Fox News,10
310,0.0,1.0,0.0,0.0,"Sheriff A.J. Louderback: ""We're a nation of laws, and Texas sheriffs and sheriffs across this country are here to s… https://t.co/VrPRbKwbY5",Fox News,11
311,0.4404,0.775,0.0,0.225,"California homeowner says she won't sell to Trump supporters: report
https://t.co/Rmup0G8fzE",Fox News,12
312,0.0,1.0,0.0,0.0,.@DNC exec: Repeal 2nd Amendment. https://t.co/C3Rig1y6No,Fox News,13
313,0.0,1.0,0.0,0.0,"Stephen Colbert 'apologizes' to Trump, calls out CNN for 'lies' https://t.co/t5y71Bv1TY",Fox News,14
314,0.0,1.0,0.0,0.0,Man dies from too much anti-diarrhea medication https://t.co/tvGwxFtPYt,Fox News,15
315,-0.34,0.854,0.146,0.0,Actor @RealJamesWoods took to Twitter to denounce calls for repealing the Second Amendment. https://t.co/YOlWc6pbip https://t.co/LPtOVjnWnK,Fox News,16
316,-0.7096,0.604,0.396,0.0,Democratic lawmaker asked to resign over reports of harassment 'coverup' https://t.co/uBkCKNKtPY,Fox News,17
317,0.0,1.0,0.0,0.0,".@KellyannePolls: ""@HillaryClinton is still talking about her and an election that happened a year and a half ago."" https://t.co/JZJWk1pqcm",Fox News,18
318,0.4019,0.863,0.0,0.137,.@RepGoodlatte on what he believes it would take for AG Jeff Sessions to appoint a second special counsel… https://t.co/TruUCcGvzv,Fox News,19
319,0.1027,0.714,0.132,0.154,WATCH: Missouri firefighters saved a cat that wasn't moving after a house fire in St. Louis. https://t.co/G8dT4oBmFu,Fox News,20
320,0.5267,0.805,0.0,0.195,#Trump Answers Boy Seeking Kidney for Father: 'You're a Brave Young Man With a Big Heart' https://t.co/OrCRkaBSiM,Fox News,21
321,-0.25,0.875,0.125,0.0,Chef who carved meat during animal rights protest says he 'just kind of snapped' https://t.co/WCgHbps2Hw,Fox News,22
322,-0.4939,0.824,0.176,0.0,.@GeraldoRivera: “I fear when history starts being rewritten constantly through the prism of political correctness… https://t.co/cZqnIOAIhi,Fox News,23
323,-0.2732,0.852,0.099,0.049,".@AreuCathy: ""I think all of us can relate to [#Roseanne] no matter what coast or middle state we're living in.""… https://t.co/SRN8rmM0bu",Fox News,24
324,0.0,1.0,0.0,0.0,"#Roseanne revival scores renewal at ABC, report says https://t.co/0FoqcwxvSr",Fox News,25
325,0.0,1.0,0.0,0.0,.@dbongino: “The Democrats are out of ideas in the legislative and policy realm.” @IngrahamAngle https://t.co/GwcBbr5eHs,Fox News,26
326,-0.25,0.818,0.182,0.0,2 alleged spies among Russians expelled by US are ID'd https://t.co/wcYIufKgkK,Fox News,27
327,0.5106,0.732,0.0,0.268,Appeals court strips angler of $2.8M fishing contest prize https://t.co/oQqlFvqo6L,Fox News,28
328,-0.296,0.896,0.104,0.0,"Tony Tata on @POTUS' actions on Russia: ""This is information warfare. This is two countries posturing for power in… https://t.co/RKtu7zMd37",Fox News,29
329,0.128,0.766,0.105,0.129,".@LawrenceBJones3 on @HillaryClinton bashing critics: ""For far too long, the Democratic Party has operated off of i… https://t.co/Ammcxe5rdw",Fox News,30
330,-0.7096,0.718,0.282,0.0,".@CharlesHurt on @HillaryClinton bashing critics: ""To hear her talk about what a traumatic event [losing the electi… https://t.co/FcVYz5liKW",Fox News,31
331,0.0,1.0,0.0,0.0,".@GOPChairwoman on 2018 midterms: ""America's on the comeback and we cannot go back to the @SenSchumer-@NancyPelosi… https://t.co/ICf5FNoVgp",Fox News,32
332,0.1189,0.767,0.105,0.128,".@GOPChairwoman on @HillaryClinton bashing critics: ""She's so willing to play the sexist card when in reality, she… https://t.co/tCvMZzqiDx",Fox News,33
333,-0.5267,0.815,0.185,0.0,".@Dennis_Kucinich on sanctuary cities: ""There's a danger here of the federal government conscripting local and stat… https://t.co/2uxii0n0je",Fox News,34
334,0.0772,0.933,0.0,0.067,".@edhenry on @POTUS' border wall: ""They're gonna build this brick by brick whether the Democrats want the president… https://t.co/hs4O91jy4p",Fox News,35
335,-0.128,0.927,0.073,0.0,".@edhenry on 2018 midterms: ""This is gonna be a tough year for Republicans. A new president comes into power, the m… https://t.co/7xJRqNPqVU",Fox News,36
336,-0.1174,0.807,0.107,0.085,"A top @CBP official pushed back Friday on reports that frontline border agents do not support @POTUS’ border wall,… https://t.co/tewChrtQcT",Fox News,37
337,0.0516,0.638,0.177,0.184,"Lenore Hawkins on credit card debt: ""[In] the last three months of 2017, consumers racked up credit card debt at a… https://t.co/mZIbmbxDzZ",Fox News,38
338,0.0,1.0,0.0,0.0,".@SebGorka on extreme vetting: ""This is just common sense finally returning to government."" #FoxandFriends https://t.co/8Be6B0nUyc",Fox News,39
339,0.0,1.0,0.0,0.0,"Earlier, @FLOTUS visited with children at the Palm Beach Children's Hospital at the St. Mary's Medical Center. https://t.co/MN7GExNgYU",Fox News,40
340,-0.7717,0.621,0.379,0.0,"Police officers involved in Alton Sterling shooting, fired, suspended, police chief says https://t.co/o0LSpkPfhZ",Fox News,41
341,-0.1027,0.887,0.113,0.0,".@realDonaldTrump freezing Syria funds in signal of US pullback, report says https://t.co/qE1U8G22XM",Fox News,42
342,0.0,0.433,0.284,0.284,'No Justice Served': Pulse Nightclub Survivor Furious Over Acquittal of Gunman's Wife https://t.co/DqYTglAIdK,Fox News,43
